filename,width,height,class,xmin,ymin,xmax,ymax
BraTS2021_00429_18_png.rf.3ecf00d92477bcd8e8e058b033fdcd76.jpg,240,240,tumors,72,65,135,162
BraTS2021_00094_12_png.rf.3f0fc6f869dc4aa27eab33d47a2b8d18.jpg,240,240,tumors,125,44,210,114
BraTS2021_00304_11_png.rf.3f1f64607470cb09ff03fee7cf63c506.jpg,240,240,tumors,89,55,189,113
BraTS2021_01412_2_png.rf.3f61044a5f2e0482cbef41cdf52025f1.jpg,240,240,tumors,146,125,195,157

BraTS2021_00543_19_png.rf.3f42be01363e81808acd5b145f99066c.jpg,240,240,tumors,68,111,129,158
BraTS2021_01169_10_png.rf.3f7f66ee1eaa4d2ccca4a1f7cb3bfd3e.jpg,240,240,tumors,102,76,185,151
BraTS2021_01124_17_png.rf.3f711c0822ebe76b56835e41f7c3af71.jpg,240,240,tumors,99,105,152,148

BraTS2021_00112_17_png.rf.3f858136e23b83bf3eafd6764fb66f25.jpg,240,240,tumors,138,133,198,184
BraTS2021_00470_13_png.rf.3fb9b170ceec6cc84a817f480054e868.jpg,240,240,tumors,84,120,149,173
BraTS2021_01218_14_png.rf.3fdfba0aa795fc1c10cda6ccac80f798.jpg,240,240,tumors,119,79,195,151
BraTS2021_01220_11_png.rf.3fdca9dbd45affcffb7bb6746afbfe1d.jpg,240,240,tumors,124,73,159,117
BraTS2021_01385_8_png.rf.3fe875aa9ff0edb7eade5935bf6f4490.jpg,240,240,tumors,38,56,117,134

BraTS2021_01220_5_png.rf.3fefc35f85117c74fd7192c444c70a66.jpg,240,240,tumors,124,82,160,127
BraTS2021_01012_6_png.rf.3ff2f7a2e1e3ef3b62547a143833006e.jpg,240,240,tumors,149,144,214,192
BraTS2021_01088_17_png.rf.4005c21bcd5425daac22bb18cc8143e6.jpg,240,240,tumors,118,147,146,172
BraTS2021_01059_4_png.rf.3ff5e4113b74d689da8e7051397d3af5.jpg,240,240,tumors,122,79,180,107
BraTS2021_01293_7_png.rf.40305fbe17a60803232431eb550d60d0.jpg,240,240,tumors,46,104,126,176
BraTS2021_01449_9_png.rf.40065df0f7732a024f5ce80546861cd9.jpg,240,240,tumors,137,129,202,187
BraTS2021_00018_22_png.rf.40273d6a8c2f018875cff033516680db.jpg,240,240,tumors,77,107,172,173
BraTS2021_00663_8_png.rf.404b1ed0a17c60356848779d6e5b1c6f.jpg,240,240,tumors,99,43,185,114
BraTS2021_01113_13_png.rf.407288b8cb2dae948c9a69573e10c560.jpg,240,240,tumors,121,63,198,106
BraTS2021_00310_5_png.rf.406c0db0d79f40505f0afb18dcc90e13.jpg,240,240,tumors,118,61,181,117
BraTS2021_01042_23_png.rf.40a2947ffb6d34f8f219b6c8e35e4256.jpg,240,240,tumors,90,54,171,121
BraTS2021_01274_10_png.rf.407bd7709fee4f926b5ffa3c8dd8d1d9.jpg,240,240,tumors,134,67,194,103
BraTS2021_00693_6_png.rf.40cbed75f2203a1ace356c7522945c53.jpg,240,240,tumors,86,126,186,184


BraTS2021_00340_11_png.rf.40f14c37979778d378072c1cf04335ba.jpg,240,240,tumors,118,126,180,171
BraTS2021_01213_22_png.rf.41117761c3798bda96c9ea0d56d29b60.jpg,240,240,tumors,124,111,181,156
BraTS2021_01047_12_png.rf.40de8db3f6dcc8edfe7e8f45a040c297.jpg,240,240,tumors,83,124,190,192
BraTS2021_00417_7_png.rf.40af1930c1a34e3a2c13fab3f197b828.jpg,240,240,tumors,64,50,180,117
BraTS2021_00281_11_png.rf.41108172d9a7e06c4982b482322fd888.jpg,240,240,tumors,52,64,123,131
BraTS2021_00674_21_png.rf.411cb703b93c9adbeccd6496d327ea0c.jpg,240,240,tumors,46,59,155,153


BraTS2021_01059_4_png.rf.4144ad1b59122d580983bbcc6641790e.jpg,240,240,tumors,125,82,182,109
BraTS2021_00324_4_png.rf.413a644621242acbc6ba2c77fed0b7aa.jpg,240,240,tumors,138,122,208,171
BraTS2021_01261_7_png.rf.412f90785c6d22e06e67e8ad9a39a5b6.jpg,240,240,tumors,135,109,201,180
BraTS2021_00624_22_png.rf.414e8bff157a53c0c8f0b41d0f464e46.jpg,240,240,tumors,90,137,163,196
BraTS2021_00377_1_png.rf.416c76f08c88ebf38fae7984bdca260b.jpg,240,240,tumors,120,78,164,112

BraTS2021_01519_7_png.rf.41d87d89239e7a3aef1d41381222079b.jpg,240,240,tumors,158,129,205,163
BraTS2021_01339_14_png.rf.416d94f39ec5f8667bf36f71504353c4.jpg,240,240,tumors,130,46,215,121
BraTS2021_00401_7_png.rf.41e21a04683dbeab694452099d3c2210.jpg,240,240,tumors,36,94,134,172
BraTS2021_00267_24_png.rf.41dd2516a2ff4718f4e550539ef432c8.jpg,240,240,tumors,77,125,151,182

BraTS2021_00246_8_png.rf.41e43fad23d22cef7a2e8c888876a8bc.jpg,240,240,tumors,135,77,191,132
BraTS2021_00112_6_png.rf.420362414ecc3691fa805f78a1fab47e.jpg,240,240,tumors,140,131,203,188
BraTS2021_00598_9_png.rf.42075c173a27b0b9c43153c5228e6ff1.jpg,240,240,tumors,96,58,173,106
BraTS2021_01503_23_png.rf.421917f2315124946aa1adeceb2c6f60.jpg,240,240,tumors,45,95,98,131
BraTS2021_01503_23_png.rf.4229d7a1f4bce87caa3fe4b1a9604a5b.jpg,240,240,tumors,44,96,98,132

BraTS2021_01528_16_png.rf.42580a5074bcf9b095b0222678cabf76.jpg,240,240,tumors,106,60,179,125
BraTS2021_01599_2_png.rf.42670e7539aade91c971ca35b4629e1b.jpg,240,240,tumors,152,110,208,157
BraTS2021_01393_15_png.rf.42b8c036e7d77228ee3c8c5f6c359ffa.jpg,240,240,tumors,79,75,131,105
BraTS2021_01498_1_png.rf.4271f0e65787eeb63fe12ff7d499cc26.jpg,240,240,tumors,45,59,174,139
BraTS2021_01199_3_png.rf.42ec8fe0ac4679b11d57dfab6d7fde38.jpg,240,240,tumors,113,102,211,165
BraTS2021_01640_23_png.rf.430aa8b220c9adbc43341f91bad60e4c.jpg,240,240,tumors,103,139,141,174

BraTS2021_00375_7_png.rf.43502a15e3e50ea50c04afb7dbb99937.jpg,240,240,tumors,107,55,192,120
BraTS2021_00030_23_png.rf.43270579871edb911cd28452fd8d640d.jpg,240,240,tumors,129,54,200,122
BraTS2021_01166_18_png.rf.435546a4a1736f9555ab1ce5049b6a7b.jpg,240,240,tumors,135,89,165,127
BraTS2021_01470_11_png.rf.436e0ff6968e7aa5a809d9a4a3f98474.jpg,240,240,tumors,93,59,167,104
BraTS2021_01523_22_png.rf.4365e42870248fa2fc4aa915fcf4c9a0.jpg,240,240,tumors,49,56,149,135

BraTS2021_01655_22_png.rf.438532783be15873a649c640ed103f06.jpg,240,240,tumors,102,99,165,168
BraTS2021_01117_17_png.rf.43a48d2c0c9a18bc95a00bf8c51efcd4.jpg,240,240,tumors,120,70,163,111
BraTS2021_01297_3_png.rf.438020950a08d14176651ab89883616d.jpg,240,240,tumors,75,69,180,116
BraTS2021_00068_0_png.rf.43da7c0114b7a4f7ce184ec5c2610146.jpg,240,240,tumors,75,62,165,124
BraTS2021_01283_6_png.rf.43de8b2144885d36e99ef8a5c70a71ca.jpg,240,240,tumors,100,129,189,186
BraTS2021_00204_10_png.rf.441c83834be21215a538a4bb98bda43d.jpg,240,240,tumors,120,83,174,150
BraTS2021_00085_5_png.rf.43e543b5631006c71eb002a0bbaca7b3.jpg,240,240,tumors,126,131,154,154
BraTS2021_01189_16_png.rf.4434668dace1ec3a788c291de6bfdf86.jpg,240,240,tumors,72,64,156,126

BraTS2021_01568_16_png.rf.445b24f073e0d498a2e871bf78c709e3.jpg,240,240,tumors,116,60,203,145
BraTS2021_00377_1_png.rf.445ee66ad8dc9cb4e0c245ffb357b561.jpg,240,240,tumors,113,68,159,104
BraTS2021_00409_16_png.rf.445695f1af6bef9505fe082d4bece630.jpg,240,240,tumors,106,123,173,168
BraTS2021_01117_8_png.rf.446d7c133671cc68e273e6aa7f0226d7.jpg,240,240,tumors,142,66,165,87
BraTS2021_00594_24_png.rf.4453ee06b8fe29dd8b5795ebaaae1944.jpg,240,240,tumors,100,88,172,148
BraTS2021_00800_13_png.rf.44cc46b2e524b501fb00a33e470b6b5f.jpg,240,240,tumors,152,123,205,170
BraTS2021_00499_23_png.rf.44b2317794d8fe3d821061cc9ba0cf80.jpg,240,240,tumors,145,55,211,107
BraTS2021_01417_22_png.rf.44ceb08d77585c89dfadfbf3b1648dc9.jpg,240,240,tumors,86,81,176,136
BraTS2021_00137_22_png.rf.44d411dc8eff7f8be0f915bb8a4d300f.jpg,240,240,tumors,107,61,204,115
BraTS2021_00543_13_png.rf.44f0accbb263642a9fec14fa2b2e9021.jpg,240,240,tumors,47,133,114,176
BraTS2021_01166_2_png.rf.449dde10f7c5565813de581c70861968.jpg,240,240,tumors,124,88,172,153
BraTS2021_01349_8_png.rf.450af5bf045fa53c8019a2463113754f.jpg,240,240,tumors,95,66,185,101
BraTS2021_00388_7_png.rf.44fdf4294afa0e70494303d3306f1567.jpg,240,240,tumors,70,49,171,126
BraTS2021_01069_3_png.rf.45131edafdd11cddaf0d089400b4d356.jpg,240,240,tumors,109,127,193,194
BraTS2021_01288_13_png.rf.455fd22c4e1bb1ddbf7c75a62088b9d7.jpg,240,240,tumors,68,93,139,151
BraTS2021_01372_3_png.rf.456893c07deb27d48b3a39dc6612fb81.jpg,240,240,tumors,136,82,175,118
BraTS2021_00231_20_png.rf.45861feee0046f1af1822f2a6abfe97d.jpg,240,240,tumors,115,138,185,197
BraTS2021_00149_20_png.rf.4530616592c715face86d8c3b6dab255.jpg,240,240,tumors,121,55,173,100
BraTS2021_00555_13_png.rf.44df5c4ed43dbabe001b033a75b54c07.jpg,240,240,tumors,135,109,191,155
BraTS2021_00403_11_png.rf.4591fb4ab2fda1f3ae41287d4af5b6ec.jpg,240,240,tumors,135,138,162,162
BraTS2021_01373_11_png.rf.45b7f3ad91f6032c591b659f7a6cade9.jpg,240,240,tumors,89,67,165,114
BraTS2021_01315_24_png.rf.45a9daec8e86c4b00ee6d6c5c27f5e3a.jpg,240,240,-,82,127,175,187
BraTS2021_00138_21_png.rf.4596b79282ef648ac57b97f9fa8c6e2b.jpg,240,240,tumors,111,65,189,114
BraTS2021_01648_7_png.rf.45fbd1753c5645f916ecd40cb3def75c.jpg,240,240,tumors,39,66,133,137
BraTS2021_00259_18_png.rf.45c8fc27f9b6b6b5d073cc537e05efd2.jpg,240,240,tumors,131,115,209,171
BraTS2021_01104_18_png.rf.461b66d50b072469c1cb33972dd5c205.jpg,240,240,tumors,137,56,197,144
BraTS2021_01456_6_png.rf.460d41265a8dd15e9fa84e17e71e4563.jpg,240,240,tumors,89,53,172,114
BraTS2021_01023_9_png.rf.4620b3123fb35b99b2773e7745c86a88.jpg,240,240,tumors,124,54,171,110
BraTS2021_01555_22_png.rf.4624def24dd60d1c08a2c6839a7a83e4.jpg,240,240,tumors,88,56,174,112
BraTS2021_00432_10_png.rf.4653b2e11473ba0b9b9d0321d211fbe7.jpg,240,240,tumors,57,65,138,150
BraTS2021_01315_12_png.rf.466ecfef2be42291fb0d41236c3fdf68.jpg,240,240,tumors,75,119,162,181


BraTS2021_01403_12_png.rf.46dbaa89ebdf7c7838c2fb7e3a140eb3.jpg,240,240,tumors,33,91,118,174
BraTS2021_00231_23_png.rf.4671619b1d188956e8278e385e40ade2.jpg,240,240,tumors,104,134,170,192
BraTS2021_00204_1_png.rf.46df50b97b5fff3d993fe71fbdbd2a17.jpg,240,240,tumors,115,87,166,143
BraTS2021_00401_2_png.rf.46aad9eccdbf6b9eb97d03cb12f1c802.jpg,240,240,tumors,47,109,138,173
BraTS2021_01103_2_png.rf.471053cbd77c9a5e4487f61e4bbcc22b.jpg,240,240,tumors,95,64,146,115
BraTS2021_00003_12_png.rf.474a7d67b42c54d45e03f3e962263b6f.jpg,240,240,tumors,89,113,128,147

BraTS2021_00016_10_png.rf.4750a807284ae7d84ca2fa98d031ef55.jpg,240,240,tumors,155,128,209,166
BraTS2021_01185_7_png.rf.47721622e64bac5cc9d7c4cf58ff1f0f.jpg,240,240,tumors,109,46,202,112
BraTS2021_01095_13_png.rf.475f34894432e0a5f1bf3a555bd6d404.jpg,240,240,tumors,50,118,166,189
BraTS2021_00186_0_png.rf.47797c2f12b3b51a7b166f5bfa008e9e.jpg,240,240,tumors,62,107,104,132

BraTS2021_01193_13_png.rf.473c85a834955e4017a464e8c24fc1ba.jpg,240,240,tumors,129,121,171,149
BraTS2021_01587_21_png.rf.477be2a220bf1135fd310ee15c932ca4.jpg,240,240,tumors,37,61,138,162
BraTS2021_00204_1_png.rf.47b98f72484de2987438b46cc29b2ad9.jpg,240,240,tumors,124,95,172,149
BraTS2021_00668_13_png.rf.47c4b368ea345bcc555494a81a19285b.jpg,240,240,tumors,69,96,188,178
BraTS2021_01658_21_png.rf.47c22e013982f045321126b2618b169f.jpg,240,240,tumors,47,106,148,178
BraTS2021_00284_9_png.rf.47f54e3a7106d7b596fbd57b40728bf4.jpg,240,240,tumors,95,73,143,111
BraTS2021_01289_7_png.rf.47cdf121a4de3d2fb3df44415267d6bf.jpg,240,240,tumors,123,123,169,165
BraTS2021_01395_21_png.rf.47d0d22ee221327284b14e6ba9d31dd5.jpg,240,240,tumors,156,130,195,170
BraTS2021_01259_8_png.rf.4809bd3b692d077149a3f86f09170b03.jpg,240,240,tumors,107,130,155,179
BraTS2021_00736_6_png.rf.48001d9acd224ac3a021a9e43c66de2d.jpg,240,240,tumors,102,81,135,104
BraTS2021_01531_16_png.rf.4814aae5914b4c4a3c63d91dd23cbdc8.jpg,240,240,tumors,140,105,199,155
BraTS2021_00132_5_png.rf.485d21e3fd5685bb380ecc98a68f3aa5.jpg,240,240,tumors,76,124,195,182

BraTS2021_00772_1_png.rf.488c5605aa9c453a5f1a52116b0e96bb.jpg,240,240,tumors,117,144,150,175
BraTS2021_01235_11_png.rf.485b88a089c8f9c84fe1259f8fcdfea6.jpg,240,240,tumors,88,58,159,119
BraTS2021_01111_7_png.rf.48708b0084b2b58e643592f771342eea.jpg,240,240,tumors,98,129,173,191
BraTS2021_01206_5_png.rf.4874ff54ead5f952d47164aa65590230.jpg,240,240,tumors,52,109,131,170
BraTS2021_01111_18_png.rf.488d3dced242446fa82e6e3f758c8323.jpg,240,240,tumors,120,124,198,185
BraTS2021_01507_5_png.rf.48afb33fc3824d75ffd2ee8bb4b470e7.jpg,240,240,tumors,83,44,156,91
BraTS2021_01258_12_png.rf.48a5718aa6fa3d70e09f5b30e818adee.jpg,240,240,tumors,91,54,144,99

BraTS2021_00397_10_png.rf.491b642bfd5e6dcdfe52af8e8952cb41.jpg,240,240,tumors,114,59,198,141

BraTS2021_00685_6_png.rf.498cd1aa7f1d446a64a1f842cbdb9b64.jpg,240,240,tumors,129,72,196,124
BraTS2021_01028_10_png.rf.499ce6a1cb22459532ec18494b363cf6.jpg,240,240,tumors,107,129,168,170
BraTS2021_01167_16_png.rf.49614a1ff3b06043290c6f9a349d074d.jpg,240,240,-,124,118,193,179
BraTS2021_01092_22_png.rf.48b073a6dc62272dc1b0b3f268c9fe16.jpg,240,240,tumors,64,102,148,165
BraTS2021_00070_11_png.rf.49a00fba549a06906d268252e62aeb30.jpg,240,240,tumors,48,108,117,181
BraTS2021_01392_17_png.rf.49c61d2a03a694cdffe66dffd2621c34.jpg,240,240,tumors,127,91,168,134
BraTS2021_01631_11_png.rf.49cbbd471e586439f51d0d46f50123b1.jpg,240,240,tumors,124,62,205,122
BraTS2021_00101_23_png.rf.49bd6bcae5a48f00c7c04884899671a7.jpg,240,240,tumors,130,116,182,167
BraTS2021_00282_20_png.rf.49c6f6155738262ff1c1d81334029042.jpg,240,240,tumors,97,44,158,88
BraTS2021_00543_13_png.rf.49e8fa85aec67dad6dd109882a132b6e.jpg,240,240,tumors,51,121,117,168
BraTS2021_00638_3_png.rf.49f34d965a0e5342f44efeb46b4098ef.jpg,240,240,tumors,100,67,186,163
BraTS2021_00499_23_png.rf.49c8e9aadabef50baacec5092b7d16e4.jpg,240,240,tumors,139,70,201,117
BraTS2021_00110_12_png.rf.4a0a26acc87c3022817fdd29dd531418.jpg,240,240,tumors,91,136,155,180
BraTS2021_00070_11_png.rf.49ed49b67222d450554b179d5d0e2add.jpg,240,240,tumors,61,112,125,187
BraTS2021_00100_11_png.rf.4a070accff762ebf50eb0106daf1de2c.jpg,240,240,tumors,74,126,142,178

BraTS2021_00574_23_png.rf.4a755c8ecd4ccc06a3c482340173ef67.jpg,240,240,tumors,98,121,160,151
BraTS2021_01643_10_png.rf.4a09c03690a00a297564698ec96f4704.jpg,240,240,tumors,127,43,187,96
BraTS2021_00085_5_png.rf.4a930ff55b25a583a4495d1af268e211.jpg,240,240,tumors,134,138,161,160
BraTS2021_00502_5_png.rf.4a81d2b08c0a68ffdedcec8f32876ab2.jpg,240,240,tumors,98,140,178,186
BraTS2021_01204_3_png.rf.4a4d16d4fe254f67a85782bbbc060e56.jpg,240,240,tumors,128,141,179,180
BraTS2021_01087_13_png.rf.4ad87f2a2652affa0ccb84dc14c6066d.jpg,240,240,tumors,135,118,216,158
BraTS2021_01216_6_png.rf.4aa00b5be9e71ee7eb8fd29990aa5ce7.jpg,240,240,tumors,118,54,181,111
BraTS2021_00801_18_png.rf.4ab6ef536dec4a13ec44a18033aebea9.jpg,240,240,tumors,118,66,185,107
BraTS2021_00502_0_png.rf.4ab387933be0314a635418e65a786a85.jpg,240,240,tumors,97,141,166,179
BraTS2021_00036_21_png.rf.4af9e9147f3ecf46ac3f15e15df1e258.jpg,240,240,tumors,20,118,112,184
BraTS2021_01106_20_png.rf.4b21624f55e3f526614d30f478bba353.jpg,240,240,-,130,135,172,177
BraTS2021_00593_20_png.rf.4b1698cad5dd80d2c83c472fa24d016c.jpg,240,240,tumors,116,114,186,165
BraTS2021_01220_11_png.rf.4b67832cc9b1854726eb1d617edfb84c.jpg,240,240,tumors,126,83,160,125
BraTS2021_00250_19_png.rf.4b640d1b957ab36d9534d0f07c170ea0.jpg,240,240,tumors,93,62,162,113



BraTS2021_00291_20_png.rf.4b78d5cf41bc7a3447ada152b1ba1a20.jpg,240,240,tumors,142,35,200,113
BraTS2021_01665_21_png.rf.4b790bd67f0aa5bfe6faa87a3b08e361.jpg,240,240,tumors,122,46,176,106
BraTS2021_01287_12_png.rf.4b6a145cda4cea2cf65b6d03aea33eab.jpg,240,240,tumors,70,66,132,107
BraTS2021_01538_21_png.rf.4b9ec1ca0ab1d4cf181245fc509cb586.jpg,240,240,tumors,134,145,175,179
BraTS2021_01422_20_png.rf.4b99832425fca1f2b87fdfa8b4a81410.jpg,240,240,tumors,104,158,126,183
BraTS2021_01222_22_png.rf.4b9e59043b6611b4557bb135f7b25c1b.jpg,240,240,tumors,92,84,144,131
BraTS2021_01465_18_png.rf.4ba5ffea9c52b5ff870aa869074b0071.jpg,240,240,tumors,42,63,132,138
BraTS2021_00030_10_png.rf.4bad4666b7917ae103dd480ca6be99df.jpg,240,240,tumors,139,78,197,139
BraTS2021_00112_6_png.rf.4bb7eeeef2df588e0f8aec31e94f27ea.jpg,240,240,tumors,141,143,204,204
BraTS2021_00524_20_png.rf.4b7ec86093790922f4f0a29693842298.jpg,240,240,tumors,143,63,195,116
BraTS2021_01313_13_png.rf.4bb4567f7aac086341f6d1d32b482d03.jpg,240,240,tumors,121,122,208,183
BraTS2021_00112_6_png.rf.4bb85d33d6fcfc01b95def0c498d7076.jpg,240,240,tumors,128,116,195,177
BraTS2021_01504_15_png.rf.4bed712ca124a8bc1540ca74c5c0afcb.jpg,240,240,tumors,84,130,163,192
BraTS2021_00491_18_png.rf.4be98d04115b1e1819e99f786c1ddb07.jpg,240,240,tumors,122,51,199,115
BraTS2021_01401_23_png.rf.4be1bbdb06ac3689aa0966b65bbfe906.jpg,240,240,tumors,109,49,165,107
BraTS2021_00716_14_png.rf.4c211c28c215f1f95b00d8ab2816d973.jpg,240,240,tumors,103,59,150,97
BraTS2021_00111_21_png.rf.4c31452b85869694a1be9dedb86d1b10.jpg,240,240,tumors,104,126,171,178
BraTS2021_01054_9_png.rf.4c0aa30406800c1972b19d957485a4ec.jpg,240,240,-,140,147,170,176
BraTS2021_01268_4_png.rf.4bf7a785a1fb1d09e46586aa50273f07.jpg,240,240,tumors,139,147,180,194


BraTS2021_00314_20_png.rf.4c91980a57b266c248b3ff34dc0eb99f.jpg,240,240,-,85,66,169,110
BraTS2021_01021_21_png.rf.4c97104124007c5fe788e9739e321d2e.jpg,240,240,tumors,122,56,195,130
BraTS2021_01093_13_png.rf.4cbbfeadc4f166f491f42fa9829957b8.jpg,240,240,tumors,99,120,166,182
BraTS2021_01284_11_png.rf.4ca89f5223506ca40764055d50c45ac6.jpg,240,240,tumors,121,75,198,129
BraTS2021_01400_22_png.rf.4cd9428eea64139c2ae737a28482e0f4.jpg,240,240,tumors,98,59,181,120
BraTS2021_01309_10_png.rf.4cb52a033b4381d17b6ebcc155611a6d.jpg,240,240,tumors,80,75,128,101
BraTS2021_00211_4_png.rf.4cf0c5e101acb8a8a3894e34675506eb.jpg,240,240,tumors,133,105,210,167
BraTS2021_00630_15_png.rf.4d6b1496b652c57b2a9f32a9b5a7823b.jpg,240,240,tumors,95,98,149,160
BraTS2021_01170_2_png.rf.4d63ec1e1b7c73e130a4150a5fb8f3b2.jpg,240,240,tumors,133,87,192,177
BraTS2021_00231_19_png.rf.4d717c6de0707e9dd729c48873df0f88.jpg,240,240,tumors,113,132,179,189
BraTS2021_01433_13_png.rf.4d815b22971ab09b3526da4f05ce93dc.jpg,240,240,tumors,113,138,180,196
BraTS2021_01427_5_png.rf.4da1c4d84ad70f09fae7b88b1f076f16.jpg,240,240,tumors,84,50,170,118
BraTS2021_01211_7_png.rf.4dd6d62d98496538125ab113235c3ff9.jpg,240,240,tumors,136,128,182,169

BraTS2021_00391_19_png.rf.4d137294c38c7974976245f51af3322c.jpg,240,240,tumors,147,58,180,96
BraTS2021_00139_7_png.rf.4dff48e22fb967d83213c7d3298add9b.jpg,240,240,tumors,90,132,154,177
BraTS2021_01269_9_png.rf.4de7edf438aa0eb18c3d1e95b9bc3dfd.jpg,240,240,tumors,142,117,202,173
BraTS2021_01220_11_png.rf.4dff96aa5d7574bc67ca227a1c100234.jpg,240,240,tumors,130,90,166,135

BraTS2021_01438_6_png.rf.4e21c7e0d3efa2afd6523c738e652223.jpg,240,240,tumors,103,143,161,190
BraTS2021_01183_0_png.rf.4e044f244f9146bc5965b862278400fc.jpg,240,240,tumors,45,73,114,128
BraTS2021_00211_17_png.rf.4e3c8081811de6cfadf64e4c69442da1.jpg,240,240,tumors,130,116,204,178
BraTS2021_00456_21_png.rf.4e0a356bce9bb9b9808f5ff43212d893.jpg,240,240,tumors,42,51,139,140

BraTS2021_01252_10_png.rf.4ed1bbcb5811acc3cee8eac29643ec38.jpg,240,240,tumors,157,117,195,149
BraTS2021_00107_22_png.rf.4eac0645011db26154d1d93abf991f40.jpg,240,240,tumors,71,116,145,174
BraTS2021_00115_24_png.rf.4ecbad2bd1c0e4c5a50dc45ea482a3a5.jpg,240,240,tumors,129,59,194,118
BraTS2021_00115_22_png.rf.4ed4498d49a74adbc32976f059c4dcce.jpg,240,240,-,124,60,193,119
BraTS2021_01476_7_png.rf.4f039e0b6c4256a54e7b1be1c1b7b1bf.jpg,240,240,tumors,92,72,159,112

BraTS2021_00495_24_png.rf.4f2014abbb96de877c5be3df249bb694.jpg,240,240,tumors,123,74,202,122
BraTS2021_01220_5_png.rf.4f56e4b49f4154e5477e7645ab1b8a19.jpg,240,240,tumors,130,82,170,128
BraTS2021_01167_0_png.rf.4f027df8a8389840aa1bb10d7a613708.jpg,240,240,tumors,135,121,205,160
BraTS2021_00638_24_png.rf.4f187277b671a0b2d28416ba4046c111.jpg,240,240,tumors,101,58,189,116
BraTS2021_01020_14_png.rf.4f6926c33009a592edd00c20f0476e14.jpg,240,240,tumors,97,132,176,202
BraTS2021_01605_21_png.rf.4f6ae2aa5c064baccd4900c5938e098d.jpg,240,240,tumors,52,100,139,163
BraTS2021_01403_12_png.rf.4f6b6c63e12e1abfb4bf8c1e56ce6e8c.jpg,240,240,tumors,31,83,117,170
BraTS2021_01514_12_png.rf.4f73b02bc4905e14ac45cd611b29897b.jpg,240,240,tumors,89,104,196,160
BraTS2021_01342_17_png.rf.4f74439d7e47cf56b19f45cfbc48912d.jpg,240,240,tumors,56,96,115,160
BraTS2021_00445_22_png.rf.4f79fd5e36020faf4f28cc5abcfe41ad.jpg,240,240,tumors,134,126,191,173
BraTS2021_00051_15_png.rf.4f7f7992f093737fb08b2031a94e839f.jpg,240,240,tumors,79,113,164,179

